filepath,label,original_split,label_id,split
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-63ed890c-1d0a-11ec-b4e4-d8c4975e38aa_jpg.rf.eb4553c2be2d4c1292113e6a5d369a4b.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-46c3c4bd-2653-11ec-a654-d8c4975e38aa_jpg.rf.e888e44686baab58a2821f7c941164a9.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-273fe3a4-2653-11ec-ac35-d8c4975e38aa_jpg.rf.64cfc49d8e085e9b55b4271dcf36b77c.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-6bfa4cfe-2653-11ec-ae61-d8c4975e38aa_jpg.rf.f7f9bfdd274a2c5ab0845d2332c8f2cb.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-7e454805-2653-11ec-a6e8-d8c4975e38aa_jpg.rf.96c647a25438fdf80e0338225a2140fd.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-7ea76759-2653-11ec-b145-d8c4975e38aa_jpg.rf.f71f2037aab69085b0dc1e3c5af9a69d.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-810f4126-1d0a-11ec-a1b3-d8c4975e38aa_jpg.rf.c3f251445fd44194ed7b22a8357b7d2c.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-mold-e3dc13ef-1d0a-11ec-a238-d8c4975e38aa_jpg.rf.c3da7ffaf853b08e1acad56bce086e22.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-84165570-1d0a-11ec-bfc7-d8c4975e38aa-1-_jpg.rf.20f2aeee4476b2ffb3b70229e15dd80b.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-banana-b33b3c98-394a-11ec-8b33-d8c4975e38aa_jpg.rf.7d4b22da1887e4b646189a3af5cf2a80.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-27a3fe35-2653-11ec-9b9d-d8c4975e38aa_jpg.rf.be8ecb9b541520b8b86b12bd18cc9f3a.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-4a418d05-2653-11ec-b578-d8c4975e38aa_jpg.rf.26724191988b5b45622bfbf261077a63.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-6086b171-2653-11ec-b31e-d8c4975e38aa---Copy_jpg.rf.6da03623dc35218b2b96148f77f115cf.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-704cfe1e-1d0a-11ec-97bf-d8c4975e38aa_jpg.rf.da1bda7e0e87e38510af547aaeb837ac.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-banana-96fbd964-394a-11ec-b2ce-d8c4975e38aa_jpg.rf.bd45f4c5e97cf8894819db511800eaa7.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-banana-9df3c0e1-394a-11ec-9bf8-d8c4975e38aa_jpg.rf.ec894023891632232120a3258c542fc9.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-unripe-5e7f1b99-2653-11ec-a468-d8c4975e38aa---Copy_jpg.rf.058761e011b817536fed79ca43fa6432.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-93377706-1d0a-11ec-9a62-d8c4975e38aa_jpg.rf.e88b292cbf65cbcd776db0753387cf95.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-bc6107ea-1d0a-11ec-9833-d8c4975e38aa_jpg.rf.fa72de8eaf0e157563dbc13a62df45a7.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-mold-e48a139f-1d0a-11ec-a8e5-d8c4975e38aa_jpg.rf.57f4efb9b8d4e95c5b5a19165cb89849.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-4c14b3bb-2653-11ec-8891-d8c4975e38aa_jpg.rf.0a9d66f305a5c37c161fbb083bd146d3.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/rotten/musa-acuminata-ripe-7207867d-2653-11ec-9ee0-d8c4975e38aa_jpg.rf.7e2bd9916a8bf9b2a2d9078ad413dc76.jpg,rotten,validation,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-4d4829eb-2653-11ec-aa38-d8c4975e38aa_jpg.rf.e0e5de9ec6d679f118d4fca9e3751f46.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-4c209e7f-2653-11ec-bbc2-d8c4975e38aa_jpg.rf.8fba9fddaca30bcaf3019d334d1be421.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-mold-e1e2cab9-1d0a-11ec-b015-d8c4975e38aa_jpg.rf.35835c21a00bc887f19c4dd3a0b869b6.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-banana-f0a48e01-394a-11ec-b2ce-d8c4975e38aa_jpg.rf.cb337264c804c9a60e5e5f0a6f2a4dbe.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-2ef7bff9-2653-11ec-8686-d8c4975e38aa_jpg.rf.179a2282947f4861700d85bd92c24298.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-banana-c8e0ab2d-394a-11ec-9e9b-d8c4975e38aa_jpg.rf.e505f4b3ce8be413d070b4dfe605fcf8.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-7db524c7-1d0a-11ec-9f02-d8c4975e38aa_jpg.rf.18fbe92d1f2dd0f83ce3a3a4d322cde6.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-821a32ab-1d0a-11ec-a2e7-d8c4975e38aa-1-_jpg.rf.996885d3a2f772f6dcf6572d8c6f197b.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/ripe/musa-acuminata-ripe-920662f1-1d0a-11ec-893b-d8c4975e38aa_jpg.rf.7f5d913588c77ce1082601998c86f039.jpg,ripe,validation,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-77af0b01-1d0a-11ec-bd24-d8c4975e38aa_jpg.rf.7ac37b2e2a7d7b0bc1d22dc4d3231fa3.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-84c6c64c-1d0a-11ec-843f-d8c4975e38aa-1-_jpg.rf.f95db161c44206be08dd70721b929d68.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-86e16dac-1d0a-11ec-b729-d8c4975e38aa-1-_jpg.rf.24c1e0c4f31080f9bf32acc7d33795ed.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-ripe-9a43b77c-1d0a-11ec-a38b-d8c4975e38aa_jpg.rf.cf5c627bb3843168ddcf822acf900e20.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-84c46557-1d0a-11ec-8843-d8c4975e38aa-1-_jpg.rf.4152dd4f5725dc00b710073891154816.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-banana-8d228642-394a-11ec-90bc-d8c4975e38aa_jpg.rf.176c630a3b90fad198a2cccfae13ec13.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-6a998e08-2653-11ec-9477-d8c4975e38aa_jpg.rf.f5443f503e3cb629badec6fd88cbbdcd.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-7d9ec447-2653-11ec-8dc2-d8c4975e38aa_jpg.rf.20ec09e1a4b387a3bf1fee5d5573705e.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-78d80b35-1d0a-11ec-a0b8-d8c4975e38aa_jpg.rf.cf78db44352c0e4c2219e3333c11431d.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-82fe1e02-2653-11ec-bd51-d8c4975e38aa_jpg.rf.73792b702e2470c3e7ab0f511e194c61.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/test/ripe/musa-acuminata-ripe-918cd4f1-1d0a-11ec-a1e3-d8c4975e38aa_jpg.rf.3676aab9b79756304bcb92e35a208137.jpg,ripe,test,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-a13f48d8-1d0a-11ec-8e1b-d8c4975e38aa_jpg.rf.8989b92893751db5a41781885f88af37.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/rotten/musa-acuminata-banana-a758a19c-394a-11ec-98fa-d8c4975e38aa_jpg.rf.ece3e668f26ac5a945f46b4e482b4965.jpg,rotten,validation,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/ripe/musa-acuminata-banana-b43d44ae-394a-11ec-9c4a-d8c4975e38aa_jpg.rf.1c389fe09019882753bf57fcffb61ca0.jpg,ripe,validation,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-881ea8e9-2653-11ec-8440-d8c4975e38aa_jpg.rf.ebe94ad41530d6e8f30e9b2e50e00ff5.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-6f15bae6-1d0a-11ec-9955-d8c4975e38aa_jpg.rf.58a83fdd0a4baf72449cb9b397b21ba3.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-ripe-703b8801-2653-11ec-b619-d8c4975e38aa_jpg.rf.6de90283db1a3d697f48c6ed3b4ee7a2.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/overripe/musa-acuminata-overripe-75dd7e88-2653-11ec-9c60-d8c4975e38aa_jpg.rf.a508308a00b839e587d9b3beb4796285.jpg,overripe,validation,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-bb3d1598-1d0a-11ec-a7fc-d8c4975e38aa_jpg.rf.864a381942ab220b56b699854d306c17.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-mold-e6a71d4e-1d0a-11ec-ab01-d8c4975e38aa_jpg.rf.9086ffedf379bf18eccc348f8a83e5ca.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-a1c723c3-1d0a-11ec-9425-d8c4975e38aa_jpg.rf.ef46bd315166cccec55b36f72b1ebb97.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-bd19172a-1d0a-11ec-936a-d8c4975e38aa_jpg.rf.3b8dabc20fd2ae5b050c273345485e44.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-freshripe-7adfb2cb-1d0a-11ec-a591-d8c4975e38aa_jpg.rf.f04871e8636884a87b6b1f2b47a5bdd9.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-9b3b97c1-1d0a-11ec-8a95-d8c4975e38aa_jpg.rf.29581ec7ae9017b1f35f55b3b71454e9.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-5c1f561c-2653-11ec-b530-d8c4975e38aa---Copy_jpg.rf.2b0bd2431bc5e3719f2f0fa65caa89cc.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/unripe/musa-acuminata-unripe-5fb02f7f-2653-11ec-9c1a-d8c4975e38aa---Copy_jpg.rf.305c32eefb8356416c17d072e10ff528.jpg,unripe,validation,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/ripe/musa-acuminata-ripe-6c8e12b1-2653-11ec-9802-d8c4975e38aa_jpg.rf.83ff847a2a1f16cda50a01c07b9cff37.jpg,ripe,validation,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/test/ripe/musa-acuminata-freshripe-4423a4cc-2653-11ec-a303-d8c4975e38aa_jpg.rf.52a1a8f66fb8af3c2f499fcf0ea52ce0.jpg,ripe,test,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-8e1c6098-2653-11ec-a3ff-d8c4975e38aa_jpg.rf.35e5f7701b0f1f2fe14547343d496d86.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-6b1a426e-2653-11ec-89b3-d8c4975e38aa_jpg.rf.2990715d7bd2f9096d917f787e95e0c3.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-600f85c0-2653-11ec-8f26-d8c4975e38aa---Copy_jpg.rf.d091a69afe07f47aa189a489acbb0aa5.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-banana-e44dbd80-394a-11ec-89aa-d8c4975e38aa_jpg.rf.35cdcecb0601dae2885dba6e21451872.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-6df5a828-1d0a-11ec-b5b7-d8c4975e38aa_jpg.rf.e167070f1442e2effe5ee6dc5538a472.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-91b55b0f-1d0a-11ec-b565-d8c4975e38aa_jpg.rf.380809cae31aa1c7e1e56c0464360b83.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/test/overripe/musa-acuminata-mold-e52e870e-1d0a-11ec-80be-d8c4975e38aa_jpg.rf.6e0a060f37478c2b2c2eceaac35dcd1e.jpg,overripe,test,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/test/rotten/musa-acuminata-ripe-97cc1c38-1d0a-11ec-b01c-d8c4975e38aa_jpg.rf.9dab88e978d203d0d24c721638d877b1.jpg,rotten,test,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-1f295701-2653-11ec-9e54-d8c4975e38aa_jpg.rf.ea3ca014ff58a75a7f95a14ceed6480f.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/test/rotten/musa-acuminata-banana-a72fdc02-394a-11ec-9852-d8c4975e38aa_jpg.rf.3cc946229d5557a0b5be7fbc2ab4fca9.jpg,rotten,test,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-mold-e3bf7a45-1d0a-11ec-bc01-d8c4975e38aa_jpg.rf.06faf1a2de2cf81c76599067aee19450.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-9bb526f3-1d0a-11ec-ad78-d8c4975e38aa_jpg.rf.55f30ba402eff66f2decb0d1935b75fa.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-63e5d0d2-1d0a-11ec-a761-d8c4975e38aa_jpg.rf.e2e6106b098903917b14f77d5227aca7.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/rotten/musa-acuminata-unripe-57ba5c62-2653-11ec-b9c9-d8c4975e38aa_jpg.rf.21ec6cfaaddf35969ea8ec8b184a95aa.jpg,rotten,validation,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-mold-e61cddcd-1d0a-11ec-a1d9-d8c4975e38aa_jpg.rf.889f374b0bccfe9cc7575a7b53ded1b1.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/rotten/musa-acuminata-unripe-62e8d962-2653-11ec-a4f1-d8c4975e38aa---Copy_jpg.rf.d9d11c5c80e6c96150077729f5503453.jpg,rotten,validation,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-ripe-94ee03c0-1d0a-11ec-9c01-d8c4975e38aa_jpg.rf.c861bcd4f232345bb1e087ff195943c5.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-a9f41a5a-1d0a-11ec-b613-d8c4975e38aa_jpg.rf.d8b7b935ea43b7f556f877a210228194.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-banana-8c016ce4-394a-11ec-80b3-d8c4975e38aa_jpg.rf.8b2c42f329e5fc3e9f887dc4d4ea9a3e.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-9edd20ca-1d0a-11ec-ba36-d8c4975e38aa_jpg.rf.ad3dcb31c8ab2d75a0d657355400f806.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-banana-96bdbbb2-394a-11ec-9373-d8c4975e38aa_jpg.rf.8755d289aa3c9df68046c03550e622b2.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-359fe444-2653-11ec-832c-d8c4975e38aa_jpg.rf.08c7740056c86cab52674409f5cee050.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-85f1072c-2653-11ec-9c84-d8c4975e38aa_jpg.rf.794f5ffe588cac477d62ea61cb877383.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-ripe-73042abf-2653-11ec-890c-d8c4975e38aa_jpg.rf.4a044ad731b745eafb5661bcac573c22.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-banana-98e5de31-394a-11ec-9fbd-d8c4975e38aa_jpg.rf.16971d90e91410b3363e20be4c86a391.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/rotten/musa-acuminata-ripe-97b90c25-1d0a-11ec-bbc2-d8c4975e38aa_jpg.rf.667005961ca819650cf74d99612bbc5e.jpg,rotten,validation,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-bd0c56d8-1d0a-11ec-abd4-d8c4975e38aa_jpg.rf.3a85fb87e0a57dcbe743edc7d986e853.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-rotten-bb974da2-1d0a-11ec-829b-d8c4975e38aa_jpg.rf.995b992fcc65a95639db4f5c26609884.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/ripe/musa-acuminata-banana-b33eb8ec-394a-11ec-a2c1-d8c4975e38aa_jpg.rf.d743f8c19cfcc55a93ec75cf76964197.jpg,ripe,train,1,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/overripe/musa-acuminata-mold-e22f0faa-1d0a-11ec-8f33-d8c4975e38aa_jpg.rf.835df5b2f3337f3bb824e67fbbc5de40.jpg,overripe,validation,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/overripe/musa-acuminata-overripe-9c99f4c4-1d0a-11ec-aa76-d8c4975e38aa_jpg.rf.e9e969f0079d2f6db4198c751657c84c.jpg,overripe,train,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/unripe/musa-acuminata-freshunripe-64a1b624-1d0a-11ec-bfbb-d8c4975e38aa_jpg.rf.5c4da0bf197d5eaab437abe97d64541a.jpg,unripe,train,3,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/overripe/musa-acuminata-overripe-7f9a069f-2653-11ec-83b8-d8c4975e38aa_jpg.rf.a7674ebafbcf66c981e6fce00271bf1c.jpg,overripe,validation,0,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/test/rotten/musa-acuminata-rotten-82aeedfb-2653-11ec-bd76-d8c4975e38aa_jpg.rf.cf8c9afa76116052cbd2b350ddf91db2.jpg,rotten,test,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/train/rotten/musa-acuminata-unripe-871aa435-1d0a-11ec-9956-d8c4975e38aa-1-_jpg.rf.76fcfa1346e94f5e0de84f5362c8a9f9.jpg,rotten,train,2,train
/root/.cache/kagglehub/datasets/atrithakar/banana-classification/versions/1/banana_classification/valid/ripe/musa-acuminata-banana-ed5e02b0-394a-11ec-81f7-d8c4975e38aa_jpg.rf.9efea43e82a245138dd092332dd80d9a.jpg,ripe,validation,1,train
